gloss_id,korean_meanings,cat_1,cat_2,cat_3,original_vd_idx,source
102336,['장기'],일상생활 수어,,,9688,li
102337,"['초등학생', '초교생', '초등생']",일상생활 수어,,,9024,li
102338,"['좌석', '자리']",일상생활 수어,,,9079,li
102339,"['졸업', '수료']",일상생활 수어,,,8986,li
102340,['참고'],일상생활 수어,,,9559,li
102341,"['재작년', '거거년', '전전년', '전전해', '지지난해', '재작년도']",일상생활 수어,,,9590,li
102342,['삼촌'],일상생활 수어,,,12108,li
102343,['재산'],일상생활 수어,,,9589,li
102344,['연구'],일상생활 수어,,,8371,li
102345,"['추석', '한가위', '추석날', '팔월대보름']",일상생활 수어,,,9666,li
102346,['제곱킬로미터'],일상생활 수어,,,8973,li
102347,['운동장'],일상생활 수어,,,8927,li
102348,"['얼굴', '낯', '안면']",일상생활 수어,,,8407,li
102349,"['사업', '비즈니스']",일상생활 수어,,,8940,li
102350,['총명'],일상생활 수어,,,8447,li
102351,['추기경'],일상생활 수어,,,9553,li
102352,['장로'],일상생활 수어,,,9050,li
102353,['있다'],일상생활 수어,,,8966,li
102354,['잎'],일상생활 수어,,,8969,li
102355,"['위험', '험하다', '위기']",일상생활 수어,,,7666,li
102356,['자습'],일상생활 수어,,,8934,li
102357,['지진'],일상생활 수어,,,12096,li
102358,"['진실', '참']",일상생활 수어,,,8999,li
102359,['차남'],일상생활 수어,,,9014,li
102360,['차려'],일상생활 수어,,,9022,li
102361,"['방어', '방지', '수비', '막다', '저지', '거절', '차단']",일상생활 수어,,,8391,li
102362,['알아차리다'],일상생활 수어,,,8389,li
102363,['박사'],일상생활 수어,,,8377,li
102364,['조종'],일상생활 수어,,,9616,li
102365,"['첫째', '첫 번째']",일상생활 수어,,,8431,li
102366,"['바보', '천치']",일상생활 수어,,,8333,li
102367,"['바캉스', '피서', '여름휴가']",일상생활 수어,,,12073,li
102368,"['부추기다', '부채질', '추키다']",일상생활 수어,,,8397,li
102369,['촬영'],일상생활 수어,,,7597,li
102370,"['충청북도', '충북']",일상생활 수어,,,9560,li
102371,['여행'],일상생활 수어,,,8365,li
102372,['제비'],일상생활 수어,,,12115,li
102373,"['(공간이)좁다', '비좁다']",일상생활 수어,,,8987,li
102374,"['좋다', '선']",일상생활 수어,,,9078,li
102375,['본 적 없다'],일상생활 수어,,,7672,li
102376,['(사방위)북'],일상생활 수어,,,7694,li
102377,['부채'],일상생활 수어,,,8394,li
102378,['볶다'],일상생활 수어,,,7671,li
102379,['복숭아'],일상생활 수어,,,8381,li
102380,['정찰병'],일상생활 수어,,,9603,li
102381,['총장'],일상생활 수어,,,7594,li
102382,"['총회', '총회의']",일상생활 수어,,,7596,li
102383,"['장인', '장인어른']",일상생활 수어,,,7620,li
102384,['사위'],일상생활 수어,,,8942,li
102385,['사무'],일상생활 수어,,,7675,li
102386,"['복수', '원수', '적']",일상생활 수어,,,12076,li
102387,"['사용', '소비', '쓰다', '이용', '지출']",일상생활 수어,,,12104,li
102388,['초등'],일상생활 수어,,,9008,li
102389,['취미'],일상생활 수어,,,9561,li
102390,['치료'],일상생활 수어,,,9594,li
102391,"['정신차리다', '가다듬다']",일상생활 수어,,,7641,li
102392,"['연락', '연결', '관계', '관련', '상관', '연관']",일상생활 수어,,,8408,li
102393,"['위로', '위안']",일상생활 수어,,,7660,li
102394,"['사무실', '서무실']",일상생활 수어,,,7676,li
102395,['정보'],일상생활 수어,,,7616,li
102396,['정부'],일상생활 수어,,,7618,li
102397,['성직'],일상생활 수어,,,8946,li
102398,"['철저하다', '철두철미']",일상생활 수어,,,11860,li
102399,['착취'],일상생활 수어,,,9527,li
102400,"['식', '축하', '잔치', '행사', '파티']",일상생활 수어,,,9038,li
102401,['출마'],일상생활 수어,,,9041,li
102402,"['재빠르다', '기미', '눈치']",일상생활 수어,,,9588,li
102403,['저혈압'],일상생활 수어,,,7630,li
102404,"['착각', '착오']",일상생활 수어,,,8424,li
102405,['유교'],일상생활 수어,,,8931,li
102406,['초등학교'],일상생활 수어,,,9023,li
102407,['주간'],일상생활 수어,,,9083,li
102408,['사우나'],일상생활 수어,,,8941,li
102409,"['잘못', '못하다']",일상생활 수어,,,9542,li
102410,"['잠꾸러기', '잠보', '쿨쿨']",일상생활 수어,,,9544,li
102411,['잠자리'],일상생활 수어,,,9571,li
102412,['잡담'],일상생활 수어,,,12302,li
102413,['총재'],일상생활 수어,,,7595,li
102414,"['축구', '차다']",일상생활 수어,,,9675,li
102415,['언니'],일상생활 수어,,,8400,li
102416,['복권'],일상생활 수어,,,8378,li
102417,['바지'],일상생활 수어,,,8337,li
102418,['출석부'],일상생활 수어,,,9044,li
102419,['소송'],일상생활 수어,,,8342,li
102420,"['찌르다', '살인', '살해']",일상생활 수어,,,9650,li
102421,"['진보', '향상', '상승']",일상생활 수어,,,8998,li
102422,['입사'],일상생활 수어,,,8960,li
102423,['입원'],일상생활 수어,,,8963,li
102424,['직접'],일상생활 수어,,,9631,li
102425,['바티칸시'],일상생활 수어,,,8376,li
102426,"['추억', '상기', '추상', '회상', '회고']",일상생활 수어,,,9668,li
102427,"['축사', '축하사']",일상생활 수어,,,9678,li
102428,['소방서'],일상생활 수어,,,8339,li
102429,['역도'],일상생활 수어,,,8368,li
102430,['역사'],일상생활 수어,,,8369,li
102431,"['잘하다', '잘']",일상생활 수어,,,9543,li
102432,"['저녁', '일석']",일상생활 수어,,,11849,li
102433,['조'],일상생활 수어,,,9075,li
102434,"['충청남도', '충남']",일상생활 수어,,,7629,li
102435,['첼로'],일상생활 수어,,,9658,li
102436,['잠수'],일상생활 수어,,,9568,li
102437,['총무'],일상생활 수어,,,8448,li
102438,"['젖', '유방', '우유']",일상생활 수어,,,9694,li
102439,['잠자코'],일상생활 수어,,,9572,li
102440,['치과'],일상생활 수어,,,9593,li
102441,"['자유', '임의', '마구', '마음껏', '마음대로', '멋대로', '제멋대로', '함부로']",일상생활 수어,,,12103,li
102442,['소위(계급장)'],일상생활 수어,,,12109,li
102443,"['제기', '제기차기']",일상생활 수어,,,12113,li
102444,"['장모', '장모님']",일상생활 수어,,,12118,li
102445,"['조절', '조정']",일상생활 수어,,,9614,li
102446,['진노'],일상생활 수어,,,9633,li
102447,['체온'],일상생활 수어,,,9636,li
102448,"['찌푸리다', '근심']",일상생활 수어,,,9651,li
102449,"['잡지', '잡지책']",일상생활 수어,,,9663,li
102450,"['추월', '앞지르기']",일상생활 수어,,,9669,li
102451,"['추위', '냉각', '북', '한랭', '차다', '춥다']",일상생활 수어,,,9670,li
102452,['축복'],일상생활 수어,,,9677,li
102453,"['장교', '군교']",일상생활 수어,,,9685,li
102454,['장난'],일상생활 수어,,,9689,li
102455,['재료'],일상생활 수어,,,12304,li
102456,"['춤', '무용', '연극', '추다', '춤추다']",일상생활 수어,,,7604,li
102457,['방송'],일상생활 수어,,,12077,li
102458,['정신이상'],일상생활 수어,,,12094,li
102459,['졸리다'],일상생활 수어,,,12117,li
102460,['종교'],일상생활 수어,,,8990,li
102461,['지체장애'],일상생활 수어,,,9499,li
102462,['청와대'],일상생활 수어,,,9509,li
102463,['짜다'],일상생활 수어,,,9522,li
102464,['주부'],일상생활 수어,,,9524,li
102465,['착하다'],일상생활 수어,,,9528,li
102466,"['청주', '청주시']",일상생활 수어,,,9536,li
102467,"['추리', '추론']",일상생활 수어,,,9556,li
102468,['취임'],일상생활 수어,,,9563,li
102469,['잠수함'],일상생활 수어,,,9569,li
102470,['우체국'],일상생활 수어,,,8922,li
102471,"['운동', '스포츠', '체육']",일상생활 수어,,,8925,li
102472,['운동선수'],일상생활 수어,,,8926,li
102473,"['자손', '후손']",일상생활 수어,,,8932,li
102474,"['사십', '마흔']",일상생활 수어,,,8939,li
102475,"['성적', '염소', '점수', '포인트']",일상생활 수어,,,8944,li
102476,"['성탄', '성탄절', '크리스마스']",일상생활 수어,,,8948,li
102477,"['삼십', '서른']",일상생활 수어,,,8950,li
102478,['삼일절'],일상생활 수어,,,8952,li
102479,['진흙'],일상생활 수어,,,9006,li
102480,['(마시는)차'],일상생활 수어,,,9011,li
102481,['장로교'],일상생활 수어,,,9051,li
102482,['제정'],일상생활 수어,,,9070,li
102483,['지식'],일상생활 수어,,,9086,li
102484,['조건'],일상생활 수어,,,7648,li
102485,"['조립', '타결', '협의']",일상생활 수어,,,7652,li
102486,['위인'],일상생활 수어,,,7664,li
102487,"['사슴', '순록']",일상생활 수어,,,7685,li
102488,['부활'],일상생활 수어,,,7691,li
102489,['(타악기)북'],일상생활 수어,,,7693,li
102490,['살찌다'],일상생활 수어,,,7695,li
102491,"['우울', '울상', '시무룩하다']",일상생활 수어,,,7700,li
102492,"['저자', '저작자', '지은이', '필자']",일상생활 수어,,,11851,li
102493,"['지옥', '나락']",일상생활 수어,,,11859,li
102494,"['바쁘다', '분주하다']",일상생활 수어,,,8334,li
102495,['소설'],일상생활 수어,,,8341,li
102496,"['방금', '방재']",일상생활 수어,,,8344,li
102497,['실습'],일상생활 수어,,,8356,li
102498,['실업'],일상생활 수어,,,8360,li
102499,"['복사', '카피']",일상생활 수어,,,8380,li
102500,['주교'],일상생활 수어,,,8417,li
102501,['장군'],일상생활 수어,,,9687,li
102502,['적십자'],일상생활 수어,,,7657,li
102503,['총리'],일상생활 수어,,,8446,li
102504,"['주사', '접종']",일상생활 수어,,,9525,li
102505,['최씨'],일상생활 수어,,,12296,li
102506,"['오락', '레크리에이션']",일상생활 수어,,,7706,li
102507,['보살'],일상생활 수어,,,9108,li
102508,['발레'],일상생활 수어,,,9117,li
102509,"['발송', '보내다', '(편지 등을)부치다', '전송']",일상생활 수어,,,9120,li
102510,"['압류', '차압']",일상생활 수어,,,9124,li
102511,"['부두', '항구', '항']",일상생활 수어,,,9125,li
102512,['배우다'],일상생활 수어,,,9131,li
102513,"['백모', '큰어머니']",일상생활 수어,,,9140,li
102514,"['분석', '해석']",일상생활 수어,,,9142,li
102515,"['사진', '찍다']",일상생활 수어,,,9175,li
102516,"['분열', '갈라지다']",일상생활 수어,,,9180,li
102517,"['분필', '백묵']",일상생활 수어,,,9182,li
102518,"['분홍', '분홍색', '핑크', '핑크색']",일상생활 수어,,,9184,li
102519,['불가리아'],일상생활 수어,,,9186,li
102520,['불경'],일상생활 수어,,,9187,li
102521,"['사탕', '알사탕', '캔디']",일상생활 수어,,,11869,li
102522,"['지금', '갓', '이제', '인제', '현재', '시방']",일상생활 수어,,,6990,li
102523,['천년'],일상생활 수어,,,6995,li
102524,['안경'],일상생활 수어,,,7000,li
102525,"['약사', '약제사']",일상생활 수어,,,7018,li
102526,"['친구', '동무', '벗', '우인']",일상생활 수어,,,7028,li
102527,"['친절', '대우', '접대', '서비스', '대접']",일상생활 수어,,,7030,li
102528,"['케이오', '녹아웃']",일상생활 수어,,,7039,li
102529,"['켜다', '켜지다', '전깃불']",일상생활 수어,,,7041,li
102530,"['(모자를)쓰다', '모자(를 쓰다)']",일상생활 수어,,,8317,li
102531,"['바람', '바람이 불다', '가을', '불다', '바람(을) 피우다']",일상생활 수어,,,8328,li
102532,['참외'],일상생활 수어,,,6988,li
102533,['부엌'],일상생활 수어,,,8209,li
102534,['어질다'],일상생활 수어,,,8220,li
102535,['절친하다'],일상생활 수어,,,7743,li
102536,"['젊다', '청춘']",일상생활 수어,,,7744,li
102537,['소령'],일상생활 수어,,,8456,li
102538,"['여동생', '누이', '누이동생']",일상생활 수어,,,8473,li
102539,['여왕'],일상생활 수어,,,8480,li
102540,['보청기'],일상생활 수어,,,8485,li
102541,['방'],일상생활 수어,,,8493,li
102542,"['야구', '타자']",일상생활 수어,,,11988,li
102543,"['약국', '약방']",일상생활 수어,,,7016,li
102544,"['월급', '급료', '봉급', '월봉']",일상생활 수어,,,8227,li
102545,"['사랑', '-애']",일상생활 수어,,,8240,li
102546,"['부자', '자산가', '재산가']",일상생활 수어,,,8250,li
102547,['우상'],일상생활 수어,,,8268,li
102548,"['위', '소화']",일상생활 수어,,,8271,li
102549,['소름'],일상생활 수어,,,8295,li
102550,['소매'],일상생활 수어,,,8296,li
102551,"['읽다', '읽기']",일상생활 수어,,,8304,li
102552,"['입', '이론']",일상생활 수어,,,8308,li
102553,['여러분'],일상생활 수어,,,8475,li
102554,"['여성 단체', '부녀회']",일상생활 수어,,,11886,li
102555,"['얼마', '몇', '개수']",일상생활 수어,,,7806,li
102556,"['얼음', '얼음장']",일상생활 수어,,,7808,li
102557,"['(불가능)없다', '불가능', 'ㄹ리 없다']",일상생활 수어,,,7817,li
102558,"['아득하다', '요연하다']",일상생활 수어,,,7820,li
102559,"['연습', '훈련']",일상생활 수어,,,7824,li
102560,['열'],일상생활 수어,,,7828,li
102561,"['반복', '거듭', '수시로', '자꾸', '자주', '잦다', '여러 번', '연거푸', '재차', '빈번히']",일상생활 수어,,,7833,li
102562,['반성'],일상생활 수어,,,7835,li
102563,['볼링'],일상생활 수어,,,7840,li
102564,"['볼펜', '펜']",일상생활 수어,,,7841,li
102565,"['(신체의)배', '복부']",일상생활 수어,,,7847,li
102566,"['배', '갑절', '곱', '곱절']",일상생활 수어,,,7848,li
102567,['북아메리카'],일상생활 수어,,,7856,li
102568,"['열쇠', '키']",일상생활 수어,,,7868,li
102569,"['유대인', '유태인', '이스라엘인']",일상생활 수어,,,7870,li
102570,"['(동물)사자', '호랑이', '범']",일상생활 수어,,,7889,li
102571,['상식'],일상생활 수어,,,7946,li
102572,"['심호흡', '호흡', '공기', '냄새', '대기', '목숨', '생명', '수', '수명', '숨', '숨결', '숨쉬다']",일상생활 수어,,,7953,li
102573,"['작다', '다소', '약간', '조금', '약소하다', '자그마하다', '적다', '조그마하다']",일상생활 수어,,,7957,li
102574,"['아래', '이하', '후배', '하류', '하', '밑']",일상생활 수어,,,7958,li
102575,"['세월', '보내다']",일상생활 수어,,,7968,li
102576,['반찬'],일상생활 수어,,,7972,li
102577,['우루과이'],일상생활 수어,,,8264,li
102578,['우산'],일상생활 수어,,,12059,li
102579,['승천'],일상생활 수어,,,7755,li
102580,"['아까', '전', '전에', '이전']",일상생활 수어,,,7776,li
102581,"['일치', '대응', '맞추다']",일상생활 수어,,,12071,li
102582,['바깥'],일상생활 수어,,,11877,li
102583,['성경'],일상생활 수어,,,9208,li
102584,['소'],일상생활 수어,,,9219,li
102585,['손수건'],일상생활 수어,,,9237,li
102586,"['싸우다', '격투', '싸움', '투쟁']",일상생활 수어,,,9247,li
102587,['성금'],일상생활 수어,,,9252,li
102588,['안개'],일상생활 수어,,,11984,li
102589,"['시골', '촌']",일상생활 수어,,,11996,li
102590,"['싫다', '싫어하다']",일상생활 수어,,,11998,li
102591,"['반', '학급']",일상생활 수어,,,12003,li
102592,['사이다'],일상생활 수어,,,12014,li
102593,['심심하다'],일상생활 수어,,,12017,li
102594,['세종'],일상생활 수어,,,12022,li
102595,"['자랑', '뽐내다']",일상생활 수어,,,7913,li
102596,"['(시작 전)사전', '전', '전에', '이전']",일상생활 수어,,,7926,li
102597,"['사정', '정액']",일상생활 수어,,,7929,li
102598,['성도'],일상생활 수어,,,12065,li
102599,"['왜', '어째서']",일상생활 수어,,,7713,li
102600,"['외국', '이국', '타국', '해외']",일상생활 수어,,,7717,li
102601,"['외롭다', '고독', '쓸쓸하다']",일상생활 수어,,,7719,li
102602,['그대로'],일상생활 수어,,,7729,li
102603,['전과'],일상생활 수어,,,7731,li
102604,['코뿔소'],일상생활 수어,,,7737,li
102605,"['자전거', '사이클']",일상생활 수어,,,7771,li
102606,"['자정', '오야']",일상생활 수어,,,7772,li
102607,['아끼다'],일상생활 수어,,,7777,li
102608,"['성인', '어른', '어르신']",일상생활 수어,,,7784,li
102609,['박씨'],일상생활 수어,,,7785,li
102610,['소풍'],일상생활 수어,,,7795,li
102611,['방학'],일상생활 수어,,,7801,li
102612,"['엑스레이', '엑스선']",일상생활 수어,,,9098,li
102613,"['보람', '소득']",일상생활 수어,,,9102,li
102614,"['보류', '유보']",일상생활 수어,,,9103,li
102615,"['오늘', '금일', '이번', '오늘날', '현재']",일상생활 수어,,,7703,li
102616,['오뚝이'],일상생활 수어,,,7705,li
102617,['배드민턴'],일상생활 수어,,,7985,li
102618,['친척'],일상생활 수어,,,7031,li
102619,['속도계'],일상생활 수어,,,7949,li
102620,"['어부', '어민']",일상생활 수어,,,8215,li
102621,"['산', '메', '뫼']",일상생활 수어,,,9215,li
102622,['울다'],일상생활 수어,,,7859,li
102623,"['웃다', '웃음']",일상생활 수어,,,12007,li
102624,"['배우', '연기자']",일상생활 수어,,,9130,li
102625,['부유'],일상생활 수어,,,8211,li
102626,['사촌'],일상생활 수어,,,9176,li
102627,['척추'],일상생활 수어,,,6993,li
102628,"['천', '일천']",일상생활 수어,,,11983,li
102629,"['유명', '지명']",일상생활 수어,,,7875,li
102630,['의지'],일상생활 수어,,,7753,li
102631,['여관'],일상생활 수어,,,9145,li
102632,"['맞지 않다', '적합하지 않다']",일상생활 수어,,,7730,li
102633,"['보따리', '짐', '자루']",일상생활 수어,,,9100,li
102634,"['보라', '보라색']",일상생활 수어,,,9101,li
102635,"['외상', '외상하다']",일상생활 수어,,,7722,li
102636,['바둑'],일상생활 수어,,,11887,li
102637,"['손가방', '핸드백']",일상생활 수어,,,12026,li
102638,['손녀'],일상생활 수어,,,7981,li
102639,"['연필', '목필']",일상생활 수어,,,7827,li
102640,"['소나무', '솔']",일상생활 수어,,,9224,li
102641,"['부부', '내외', '부처']",일상생활 수어,,,9172,li
102642,['사회'],일상생활 수어,,,9212,li
102643,['소문'],일상생활 수어,,,8298,li
102644,"['유럽 연합', '이유(EU)']",일상생활 수어,,,7873,li
102645,"['작년', '지난해', '과년', '거년', '전년']",일상생활 수어,,,7956,li
102646,"['열두시', '정오']",일상생활 수어,,,7866,li
102647,['부반장'],일상생활 수어,,,9171,li
102648,"['우리', '저희']",일상생활 수어,,,8265,li
102649,['스키'],일상생활 수어,,,8470,li
102650,['반창고'],일상생활 수어,,,7973,li
102651,['어리다'],일상생활 수어,,,11883,li
102652,['어린이날'],일상생활 수어,,,8212,li
102653,['작가'],일상생활 수어,,,12018,li
102654,"['오다', '도래']",일상생활 수어,,,7704,li
102655,['성냥'],일상생활 수어,,,8282,li
102656,"['치매', '치매증']",일상생활 수어,,,11992,li
102657,['월요일'],일상생활 수어,,,8230,li
102658,"['부끄럽다', '부끄러움', '수줍다', '수치', '창피']",일상생활 수어,,,12013,li
102659,['(책)사전'],일상생활 수어,,,7927,li
102660,['세뇌'],일상생활 수어,,,7932,li
102661,"['세로', '종']",일상생활 수어,,,7935,li
102662,['사과'],일상생활 수어,,,11864,li
102663,"['사기', '기만']",일상생활 수어,,,9166,li
102664,['의정부'],일상생활 수어,,,7751,li
102665,"['불', '불타다', '불길', '불꽃', '타다', '활활', '활활타다']",일상생활 수어,,,11871,li
102666,['상어'],일상생활 수어,,,9189,li
102667,['반대'],일상생활 수어,,,12004,li
102668,"['반대', '반하다', '반-']",일상생활 수어,,,7790,li
102669,['볼리비아'],일상생활 수어,,,7839,li
102670,['싱가포르'],일상생활 수어,,,9241,li
102671,['싸다'],일상생활 수어,,,9245,li
102672,"['성격', '-성', '성미', '성질', '질']",일상생활 수어,,,9206,li
102673,['성당'],일상생활 수어,,,8284,li
102674,['성악가'],일상생활 수어,,,8327,li
102675,['바로'],일상생활 수어,,,8329,li
102676,['송년회'],일상생활 수어,,,8467,li
102677,['심다'],일상생활 수어,,,7767,li
102678,['(가진 것이)없다'],일상생활 수어,,,7816,li
102679,"['소매치기', '날치기']",일상생활 수어,,,8297,li
102680,['코끼리'],일상생활 수어,,,7043,li
102681,['아나운서'],일상생활 수어,,,7778,li
102682,"['여기', '이곳', '이쪽', '이거', '이것']",일상생활 수어,,,8472,li
102683,['자동'],일상생활 수어,,,7910,li
102684,['밭'],일상생활 수어,,,7844,li
102685,['분위기'],일상생활 수어,,,9181,li
102686,['본인'],일상생활 수어,,,7837,li
102687,"['안내', '어서 들어오세요', '어서 오세요']",일상생활 수어,,,7001,li
102688,"['운전', '핸들']",일상생활 수어,,,7857,li
102689,['자격'],일상생활 수어,,,7905,li
102690,"['반장', '급장']",일상생활 수어,,,7970,li
102691,['아멘'],일상생활 수어,,,12020,li
102692,"['코미디', '희극']",일상생활 수어,,,7736,li
102693,['자막'],일상생활 수어,,,9192,li
102694,['설사'],일상생활 수어,,,11875,li
102695,"['싱겁다', '미흡']",일상생활 수어,,,9242,li
102696,"['손목시계', '시계']",일상생활 수어,,,12027,li
102697,"['울산', '울산시']",일상생활 수어,,,12006,li
102698,"['엉덩이', '궁둥이', '볼기', '히프']",일상생활 수어,,,12028,li
102699,['세례'],일상생활 수어,,,7934,li
102700,"['보름', '보름날', '삼오']",일상생활 수어,,,9104,li
102701,['송아지'],일상생활 수어,,,8468,li
102702,"['어머니', '모친', '어미', '엄마']",일상생활 수어,,,8214,li
102703,['의사'],일상생활 수어,,,7711,li
102704,['자매'],일상생활 수어,,,9193,li
102705,['아깝다'],일상생활 수어,,,12000,li
102706,['약'],일상생활 수어,,,11990,li
102707,['설악산'],일상생활 수어,,,9199,li
102708,['배신(하다)'],일상생활 수어,,,9129,li
102709,['센터'],일상생활 수어,,,9217,li
102710,['쌀'],일상생활 수어,,,9249,li
102711,"['어제', '어저께', '작일']",일상생활 수어,,,8218,li
102712,['외손자'],일상생활 수어,,,7724,li
102713,"['원금', '자금', '원가', '본전']",일상생활 수어,,,7865,li
102714,['발견'],일상생활 수어,,,9115,li
102715,"['천국', '천당']",일상생활 수어,,,6994,li
102716,"['참선', '선정']",일상생활 수어,,,6987,li
102717,['코를 풀다'],일상생활 수어,,,7044,li
102718,['(과일)배'],일상생활 수어,,,7845,li
102719,"['상자', '박스']",일상생활 수어,,,9227,li
102720,['십자가'],일상생활 수어,,,7987,li
102721,['상장'],일상생활 수어,,,9228,li
102722,"['살다', '삶', '생활']",일상생활 수어,,,8291,li
102723,"['유방', '젖', '가슴']",일상생활 수어,,,7876,li
102724,"['일주일', '이레']",일상생활 수어,,,8303,li
102725,['처가'],일상생활 수어,,,7027,li
102726,"['엄숙하다', '위엄', '경색']",일상생활 수어,,,7809,li
102727,['실패'],일상생활 수어,,,7764,li
102728,"['일요일', '주일']",일상생활 수어,,,8300,li
102729,['심장'],일상생활 수어,,,7951,li
102730,['속다'],일상생활 수어,,,7798,li
102731,"['배', '선박', '선척']",일상생활 수어,,,7846,li
102732,['배낭'],일상생활 수어,,,7853,li
102733,['부여'],일상생활 수어,,,8210,li
102734,['예술'],일상생활 수어,,,7005,li
102735,"['부산', '부산시']",일상생활 수어,,,9173,li
102736,['보았다'],일상생활 수어,,,9113,li
102737,"['세상', '세계']",일상생활 수어,,,7965,li
102738,['어마어마하다'],일상생활 수어,,,8213,li
102739,['어지럽다'],일상생활 수어,,,8219,li
102740,['여성가족부'],일상생활 수어,,,8479,li
102741,['코'],일상생활 수어,,,7042,li
102742,"['코치', '지도자']",일상생활 수어,,,7739,li
102743,"['안되다', '불가능', '불능']",일상생활 수어,,,7002,li
102744,['예식장'],일상생활 수어,,,11986,li
102745,['포복절도'],일상생활 수어,,,8269,li
102746,"['자장면', '짜장면']",일상생활 수어,,,7770,li
102747,"['박수', '박자', '손뼉']",일상생활 수어,,,12002,li
102748,['부럽다'],일상생활 수어,,,9167,li
102749,['배탈'],일상생활 수어,,,9135,li
102750,['유치원'],일상생활 수어,,,7916,li
102751,['에스컬레이터'],일상생활 수어,,,7994,li
102752,"['의지', '기대다']",일상생활 수어,,,7752,li
102753,['원망'],일상생활 수어,,,9150,li
102754,"['월경', '생리', '달거리']",일상생활 수어,,,8226,li
102755,['백만'],일상생활 수어,,,9139,li
102756,['손자'],일상생활 수어,,,8461,li
102757,['(열매)밤'],일상생활 수어,,,8489,li
102758,['예수님'],일상생활 수어,,,7004,li
102759,"['케이블카', '케이블']",일상생활 수어,,,7038,li
102760,"['백두산', '장백산']",일상생활 수어,,,9138,li
102761,['원숭이'],일상생활 수어,,,9153,li
102762,"['사춘기', '청춘기']",일상생활 수어,,,9177,li
102763,"['바다', '해양']",일상생활 수어,,,11878,li
102764,['세배'],일상생활 수어,,,7937,li
102765,['실천'],일상생활 수어,,,7763,li
102766,"['열다', '개방']",일상생활 수어,,,7829,li
102767,['배구'],일상생활 수어,,,7851,li
102768,['임씨'],일상생활 수어,,,7892,li
102769,"['아메리카', '미국', '미합중국']",일상생활 수어,,,7961,li
102770,['엉뚱하다'],일상생활 수어,,,7988,li
102771,"['여름', '주하']",일상생활 수어,,,8476,li
102772,"['원래', '본래']",일상생활 수어,,,9147,li
102773,"['자라다', '발육', '성숙', '성장', '장성']",일상생활 수어,,,7912,li
102774,"['보지', '음부', '치부']",일상생활 수어,,,11888,li
102775,['울릉도'],일상생활 수어,,,7860,li
102776,['성공'],일상생활 수어,,,9209,li
102777,"['사람', '인간', '분', '이', '자', '-민']",일상생활 수어,,,8239,li
102778,['절충'],일상생활 수어,,,7742,li
102779,['부정'],일상생활 수어,,,8252,li
102780,['사육사'],일상생활 수어,,,7886,li
102781,"['봄', '양중']",일상생활 수어,,,7842,li
102782,['소극적'],일상생활 수어,,,9221,li
102783,['소라'],일상생활 수어,,,11879,li
102784,"['유리', '거울']",일상생활 수어,,,12010,li
102785,['치약'],일상생활 수어,,,7024,li
102786,['바나나'],일상생활 수어,,,8450,li
102787,['외손녀'],일상생활 수어,,,7723,li
102788,['원산'],일상생활 수어,,,11861,li
102789,['유도'],일상생활 수어,,,7871,li
102790,['자각'],일상생활 수어,,,7902,li
102791,['어울리다'],일상생활 수어,,,8217,li
102792,"['연수', '수련']",일상생활 수어,,,7823,li
102793,['바늘'],일상생활 수어,,,8451,li
102794,['월세'],일상생활 수어,,,8229,li
102795,['사립'],일상생활 수어,,,8280,li
102796,['솜'],일상생활 수어,,,8464,li
102797,['소주'],일상생활 수어,,,7792,li
102798,['본부'],일상생활 수어,,,7836,li
102799,['불고기'],일상생활 수어,,,9188,li
102800,['소녀'],일상생활 수어,,,8452,li
102801,['자메이카'],일상생활 수어,,,11874,li
102802,"['북한', '이북']",일상생활 수어,,,6738,li
102803,['엄하다'],일상생활 수어,,,7810,li
102804,['봉투'],일상생활 수어,,,7881,li
102805,['상'],일상생활 수어,,,7898,li
102806,"['반짝', '반짝이다']",일상생활 수어,,,7971,li
102807,['배반'],일상생활 수어,,,7986,li
102808,"['세금', '조세']",일상생활 수어,,,7782,li
102809,['안주'],일상생활 수어,,,5985,li
102810,['이탈리아'],일상생활 수어,,,5992,li
102811,['이혼'],일상생활 수어,,,5995,li
102812,['익히다'],일상생활 수어,,,5997,li
102813,['지렁이'],일상생활 수어,,,6014,li
102814,"['지루하다', '따분하다']",일상생활 수어,,,6015,li
102815,"['오른쪽', '우측', '오른편', '우', '우편']",일상생활 수어,,,6036,li
102816,"['신고', '보고', '아뢰다']",일상생활 수어,,,6044,li
102817,['신나다'],일상생활 수어,,,6046,li
102818,['온도'],일상생활 수어,,,8150,li
102819,['신라'],일상생활 수어,,,8153,li
102820,['신문사'],일상생활 수어,,,8156,li
102821,['신부'],일상생활 수어,,,8159,li
102822,['신사'],일상생활 수어,,,8161,li
102823,"['영수증', '수표']",일상생활 수어,,,8169,li
102824,['유행'],일상생활 수어,,,8173,li
102825,['양보'],일상생활 수어,,,8187,li
102826,"['맹학교', '맹인학교']",일상생활 수어,,,7468,li
102827,['칠월'],일상생활 수어,,,8026,li
102828,['전람'],일상생활 수어,,,8027,li
102829,"['전문', '과', '부문', '분야', '전공']",일상생활 수어,,,8030,li
102830,['정답'],일상생활 수어,,,8048,li
102831,['이남'],일상생활 수어,,,8053,li
102832,['중국'],일상생활 수어,,,8077,li
102833,['요리'],일상생활 수어,,,8101,li
102834,['인라인스케이트'],일상생활 수어,,,8106,li
